path,time_started,winner,reason,number_of_moves,player_white_name,player_white_wrong_moves,player_white_wrong_actions,player_white_reflections_used,player_white_reflections_used_before_board,player_white_model,material_count_white,material_count_black,player_black_name,player_black_wrong_moves,player_black_wrong_actions,player_black_reflections_used,player_black_reflections_used_before_board,player_black_model,black_model_prompt_tokens,black_model_completion_tokens,black_model_total_tokens
../_logs/no_reflection/2025-01-19_anthropic.claude-v3-5-sonnet-v2_2/2025.01.19_17:52.json,2025.01.19_17:52,NONE,Max moves reached,200,Random_Player,0,0,0,0,N/A,15,11,Player_Black,1,0,0,0,anthropic.claude-v3-5-sonnet-v2,113375,18006,131381
../_logs/no_reflection/2025-01-19_anthropic.claude-v3-5-sonnet-v2_2/2025.01.19_15:59.json,2025.01.19_15:59,NONE,Max moves reached,200,Random_Player,0,0,0,0,N/A,9,8,Player_Black,0,0,0,0,anthropic.claude-v3-5-sonnet-v2,119092,18737,137829
../_logs/no_reflection/2025-01-19_anthropic.claude-v3-5-sonnet-v2_2/2025.01.20_00:23.json,2025.01.20_00:23,NONE,Max moves reached,200,Random_Player,0,0,0,0,N/A,16,3,Player_Black,0,0,0,0,anthropic.claude-v3-5-sonnet-v2,115323,19104,134427
../_logs/no_reflection/2025-01-19_anthropic.claude-v3-5-sonnet-v2_2/2025.01.19_22:14.json,2025.01.19_22:14,Random_Player,Too many wrong actions,92,Random_Player,0,0,0,0,N/A,26,20,Player_Black,3,0,0,0,anthropic.claude-v3-5-sonnet-v2,55318,8361,63679
../_logs/no_reflection/2025-01-19_anthropic.claude-v3-5-sonnet-v2_2/2025.01.19_18:30.json,2025.01.19_18:30,NONE,Max moves reached,200,Random_Player,0,0,0,0,N/A,18,10,Player_Black,0,0,0,0,anthropic.claude-v3-5-sonnet-v2,113350,20041,133391
../_logs/no_reflection/2025-01-19_anthropic.claude-v3-5-sonnet-v2_2/2025.01.19_20:59.json,2025.01.19_20:59,NONE,Max moves reached,200,Random_Player,0,0,0,0,N/A,3,10,Player_Black,0,0,0,0,anthropic.claude-v3-5-sonnet-v2,116103,19332,135435
../_logs/no_reflection/2025-01-19_anthropic.claude-v3-5-sonnet-v2_2/2025.01.19_17:14.json,2025.01.19_17:14,NONE,Max moves reached,200,Random_Player,0,0,0,0,N/A,3,8,Player_Black,0,0,0,0,anthropic.claude-v3-5-sonnet-v2,116538,18437,134975
../_logs/no_reflection/2025-01-19_anthropic.claude-v3-5-sonnet-v2_2/2025.01.19_19:51.json,2025.01.19_19:51,Random_Player,Checkmate,159,Random_Player,0,0,0,0,N/A,14,7,Player_Black,0,0,0,0,anthropic.claude-v3-5-sonnet-v2,91982,13822,105804
../_logs/no_reflection/2025-01-19_anthropic.claude-v3-5-sonnet-v2_2/2025.01.19_23:47.json,2025.01.19_23:47,NONE,Max moves reached,200,Random_Player,0,0,0,0,N/A,10,3,Player_Black,0,0,0,0,anthropic.claude-v3-5-sonnet-v2,112066,17950,130016
../_logs/no_reflection/2025-01-19_anthropic.claude-v3-5-sonnet-v2_2/2025.01.19_21:37.json,2025.01.19_21:37,NONE,Max moves reached,200,Random_Player,0,0,0,0,N/A,32,2,Player_Black,0,0,0,0,anthropic.claude-v3-5-sonnet-v2,110618,17385,128003
